阿爸 a1/ba4
辩护人 bian4/hu4/ren2
辩证法 bian4/zheng4/fa3
标语牌 biao1/yu3/pai2
标志着 biao1/zhi4/zhe
标准化 biao1/zhun3/hua4
标准件 biao1/zhun3/jian4
表决权 biao3/jue2/quan2
表面化 biao3/mian4/hua4
表面积 biao3/mian4/ji1
表面性 biao3/mian4/xing4
表土层 biao3/tu3/ceng2
表现出 biao3/xian4/chu1
表现力 biao3/xian4/li4
表兄弟 biao3/xiong1/di4
表彰会 biao3/zhang1/hui4
冰醋酸 bing1/cu4/suan1
冰棍儿 bing1/gun4/er2
兵工厂 bing1/gong1/chang3
兵役法 bing1/yi4/fa3
丙烯酸 bing3/xi1/suan1
丙酰胺 bing3/xian1/an4
并不能 bing4/bu4/neng2
并不是 bing4/bu4/shi4
并发症 bing4/fa1/zheng4
并没有 bing4/mei2/you3
病虫害 bing4/chong2/hai4
病原菌 bing4/yuan2/jun1
病原体 bing4/yuan2/ti3
波士顿 bo1/shi4/dun4
玻璃板 bo1/li2/ban3
玻璃杯 bo1/li2/bei1
玻璃窗 bo1/li2/chuang1
玻璃粉 bo1/li2/fen3
玻璃钢 bo1/li2/gang1
玻璃瓶 bo1/li2/ping2
玻璃丝 bo1/li2/si1
玻璃体 bo1/li2/ti3
玻璃瓦 bo1/li2/wa3
玻璃纸 bo1/li2/zhi3
剥削者 bo1/xue1/zhe3
播音员 bo1/yin1/yuan2
播种期 bo1/zhong3/qi1
博览会 bo2/lan3/hui4
博士生 bo2/shi4/sheng1
博物馆 bo2/wu4/guan3
博物院 bo2/wu4/yuan4
渤海湾 bo2/hai3/wan1
薄钢板 bao2/gang1/ban3
补偿费 bu3/chang2/fei4
补贴费 bu3/tie1/fei4
补助费 bu3/zhu4/fei4
补助金 bu3/zhu4/jin1
捕获量 bu3/huo4/liang4
不必要 bu4/bi4/yao4
不必因 bu4/bi4/yin1
不称职 bu4/cheng1/zhi2
不道德 bu4/dao4/de2
不得不 bu4/de2/bu4
不得了 bu4/de2/le
不得已 bu4/de2/yi3
不等式 bu4/deng3/shi4
不等于 bu4/deng3/yu2
不低于 bu4/di1/yu2
不定期 bu4/ding4/qi1
不动产 bu4/dong4/chan3
不多见 bu4/duo1/jian4
不发达 bu4/fa1/da2
不服气 bu4/fu2/qi4
不服输 bu4/fu2/shu1
不符合 bu4/fu2/he2
不甘心 bu4/gan1/xin1
不敢当 bu4/gan3/dang1
不规则 bu4/gui1/ze2
不过关 bu4/guo4/guan1
不过是 bu4/guo4/shi4
不合法 bu4/he2/fa3
不合格 bu4/he2/ge2
不合理 bu4/he2/li3
不及格 bu4/ji2/ge2
不急于 bu4/ji2/yu2
不几天 bu4/ji3/tian1
不间断 bu4/jian1/duan4
不简单 bu4/jian3/dan1
不见得 bu4/jian4/de2
不结盟 bu4/jie2/meng2
不仅仅 bu4/jin3/jin3
不尽然 bu4/jin3/ran2
不经济 bu4/jing1/ji4
不景气 bu4/jing3/qi4
不久前 bu4/jiu3/qian2
不科学 bu4/ke1/xue2
不可不 bu4/ke3/bu4
不可能 bu4/ke3/neng2
不客气 bu4/ke4/qi4
不来往 bu4/lai2/wang3
不利于 bu4/li4/yu2
不了解 bu4/le/jie3
不能不 bu4/neng2/bu4
不平等 bu4/ping2/deng3
不平衡 bu4/ping2/heng2
不容许 bu4/rong2/xu3
不少人 bu4/shao3/ren2
不胜举 bu4/sheng4/ju3
不失为 bu4/shi1/wei4
不适应 bu4/shi4/ying1
不舒服 bu4/shu1/fu2
不停息 bu4/ting2/xi1
不同意 bu4/tong2/yi4
不同于 bu4/tong2/yu2
不外乎 bu4/wai4/hu1
不完全 bu4/wan2/quan2
不稳定 bu4/wen3/ding4
不相称 bu4/xiang1/cheng1
不相干 bu4/xiang1/gan4
不相容 bu4/xiang1/rong2
不行了 bu4/xing2/le
不锈钢 bu4/xiu4/gang1
不需要 bu4/xu1/yao4
不亚于 bu4/ya4/yu2
不延误 bu4/yan2/wu4
不要紧 bu4/yao4/jin3
不一定 bu4/yi1/ding4
不一样 bu4/yi1/yang4
不应该 bu4/ying1/gai1
不用说 bu4/yong4/shuo1
不由得 bu4/you2/de2
不愉快 bu4/yu2/kuai4
不在乎 bu4/zai4/hu1
不知道 bu4/zhi1/dao4
不值得 bu4/zhi2/de2
不至于 bu4/zhi4/yu2
不属于 bu4/shu3/yu2
不自在 bu4/zi4/zai4
步兵师 bu4/bing1/shi1
部长级 bu4/zhang3/ji2
部机关 bu4/ji1/guan1
材料厂 cai2/liao4/chang3
材料费 cai2/liao4/fei4
财产权 cai2/chan3/quan2
财神爷 cai2/shen2/ye2
财务处 cai2/wu4/chu4
财务科 cai2/wu4/ke1
财政部 cai2/zheng4/bu4
财政局 cai2/zheng4/ju2
财政厅 cai2/zheng4/ting1
裁判员 cai2/pan4/yuan2
采购员 cai3/gou4/yuan2
采矿业 cai3/kuang4/ye4
采石场 cai3/shi2/chang3
菜篮子 cai4/lan2/zi
菜市场 cai4/shi4/chang3
参观团 can1/guan1/tuan2
参加者 can1/jia1/zhe3
参考书 can1/kao3/shu1
参谋长 can1/mou2/zhang3
参赛者 can1/sai4/zhe3
参议员 can1/yi4/yuan2
参议院 can1/yi4/yuan4
参与者 can1/yu3/zhe3
参照物 can1/zhao4/wu4
残疾人 can2/ji2/ren2
操纵杆 cao1/zong4/gan1
操纵者 cao1/zong4/zhe3
操作台 cao1/zuo4/tai2
操作员 cao1/zuo4/yuan2
侧重点 ce4/zhong4/dian3
侧重于 ce4/zhong4/yu2
测试仪 ce4/shi4/yi2
策划者 ce4/hua4/zhe3
策略性 ce4/lve4/xing4
策源地 ce4/yuan2/de
插秧机 cha1/yang1/ji1
查号台 cha2/hao4/tai2
查询号 cha2/xun2/hao4
查字法 cha2/zi4/fa3
茶话会 cha2/hua4/hui4
差不多 cha4/bu4/duo1
差点儿 cha4/dian3/er2
柴油机 chai2/you2/ji1
产出率 chan3/chu1/lv4
产供销 chan3/gong1/xiao1
产粮区 chan3/liang2/qu1
产销量 chan3/xiao1/liang4
产业化 chan3/ye4/hua4
产业界 chan3/ye4/jie4
产油国 chan3/you2/guo2
长安街 zhang3/an1/jie1
长长的 zhang3/zhang3/de
长春市 zhang3/chun1/shi4
长方体 zhang3/fang1/ti3
长方形 zhang3/fang1/xing2
长距离 zhang3/ju4/li2
长期化 zhang3/qi1/hua4
长期性 zhang3/qi1/xing4
长沙市 zhang3/sha1/shi4
长时间 zhang3/shi2/jian1
长时期 zhang3/shi2/qi1
长一智 zhang3/yi1/zhi4
肠梗阻 chang2/geng3/zu3
常见病 chang2/jian4/bing4
常委会 chang2/wei3/hui4
常用字 chang2/yong4/zi4
畅销货 chang4/xiao1/huo4
畅销品 chang4/xiao1/pin3
畅销书 chang4/xiao1/shu1
倡导者 chang4/dao3/zhe3
倡议书 chang4/yi4/shu1
唱反调 chang4/fan3/diao4
唱高调 chang4/gao1/diao4
唱主角 chang4/zhu3/jiao3
超标准 chao1/biao1/zhun3
超大型 chao1/da4/xing2
超导体 chao1/dao3/ti3
超短波 chao1/duan3/bo1
超负荷 chao1/fu4/he2
超高频 chao1/gao1/pin2
超高压 chao1/gao1/ya1
超阶级 chao1/jie1/ji2
超声波 chao1/sheng1/bo1
超水平 chao1/shui3/ping2
超外差 chao1/wai4/cha4
超消费 chao1/xiao1/fei4
超小型 chao1/xiao3/xing2
超新星 chao1/xin1/xing1
超音速 chao1/yin1/su4
超自然 chao1/zi4/ran2
朝阳区 chao2/yang2/qu1
车船费 che1/chuan2/fei4
车旅费 che1/lv3/fei4
车轮子 che1/lun2/zi
扯后腿 che3/hou4/tui3
沉甸甸 chen2/dian1/dian1
沉淀法 chen2/dian4/fa3
沉积物 chen2/ji1/wu4
沉醉于 chen2/zui4/yu2
陈列品 chen2/lie4/pin3
陈列室 chen2/lie4/shi4
称得上 cheng1/de2/shang4
称之为 cheng1/zhi1/wei4
撑杆跳 cheng1/gan1/tiao4
撑门面 cheng1/men2/mian4
成都市 cheng2/dou1/shi4
成功率 cheng2/gong1/lv4
成活率 cheng2/huo2/lv4
成绩单 cheng2/ji1/dan1
成交额 cheng2/jiao1/e2
成交量 cheng2/jiao1/liang4
成年人 cheng2/nian2/ren2
成品率 cheng2/pin3/lv4
成气侯 cheng2/qi4/hou2
成问题 cheng2/wen4/ti2
成员国 cheng2/yuan2/guo2
成正比 cheng2/zheng4/bi3
呈现出 cheng2/xian4/chu1
承办人 cheng2/ban4/ren2
承包人 cheng2/bao1/ren2
承包商 cheng2/bao1/shang1
承包者 cheng2/bao1/zhe3
承包制 cheng2/bao1/zhi4
承受力 cheng2/shou4/li4
承压水 cheng2/ya1/shui3
承运人 cheng2/yun4/ren2
承租人 cheng2/zu1/ren2
城建局 cheng2/jian4/ju2
乘务员 cheng2/wu4/yuan2
程序包 cheng2/xu4/bao1
吃不开 chi1/bu4/kai1
吃不消 chi1/bu4/xiao1
吃喝风 chi1/he1/feng1
吃老本 chi1/lao3/ben3
吃闲饭 chi1/xian2/fan4
吃一堑 chi1/yi1/qian4
持久战 chi2/jiu3/zhan4
持续性 chi2/xu4/xing4
赤裸裸 chi4/luo3/luo3
赤霉病 chi4/mei2/bing4
赤铁矿 chi4/tie3/kuang4
充其量 chong1/qi2/liang4
冲锋枪 chong1/feng1/qiang1
冲击波 chong1/ji1/bo1
崇文区 chong2/wen2/qu1
筹备组 chou2/bei4/zu3
筹委会 chou2/wei3/hui4
出版界 chu1/ban3/jie4
出版商 chu1/ban3/shang1
出版社 chu1/ban3/she4
出版物 chu1/ban3/wu4
出版业 chu1/ban3/ye4
出岔子 chu1/cha4/zi
出发点 chu1/fa1/dian3
出风头 chu1/feng1/tou2
出口额 chu1/kou3/e2
出口国 chu1/kou3/guo2
出口量 chu1/kou3/liang4
出口商 chu1/kou3/shang1
出乱子 chu1/luan4/zi
出苗率 chu1/miao2/lv4
出勤率 chu1/qin2/lv4
出入境 chu1/ru4/jing4
出入口 chu1/ru4/kou3
出入证 chu1/ru4/zheng4
出生率 chu1/sheng1/lv4
出水管 chu1/shui3/guan3
出问题 chu1/wen4/ti2
出席人 chu1/xi2/ren2
出现在 chu1/xian4/zai4
出主意 chu1/zhu3/yi4
出自于 chu1/zi4/yu2
出租车 chu1/zu1/che1
初步的 chu1/bu4/de
初级班 chu1/ji2/ban1
初加工 chu1/jia1/gong1
初中生 chu1/zhong1/sheng1
除草剂 chu2/cao3/ji4
除莠剂 chu2/you3/ji4
储备粮 chu3/bei4/liang2
储备量 chu3/bei4/liang4
储电量 chu3/dian4/liang4
储蓄额 chu3/xu4/e2
储蓄所 chu3/xu4/suo3
储油罐 chu3/you2/guan4
楚瓦什 chu3/wa3/shen2
处理机 chu4/li3/ji1
处理品 chu4/li3/pin3
处女地 chu4/nv3/de
触发器 chu4/fa1/qi4
穿孔机 chuan1/kong3/ji1
传帮带 chuan2/bang1/dai4
传达室 chuan2/da2/shi4
传动比 chuan2/dong4/bi3
传动轴 chuan2/dong4/zhou2
传感器 chuan2/gan3/qi4
传呼机 chuan2/hu1/ji1
传家宝 chuan2/jia1/bao3
传教士 chuan2/jiao4/shi4
传染病 chuan2/ran3/bing4
传染性 chuan2/ran3/xing4
传热学 chuan2/re4/xue2
传真机 chuan2/zhen1/ji1
串并联 chuan4/bing4/lian2
创办人 chuang4/ban4/ren2
创汇额 chuang4/hui4/e2
创纪录 chuang4/ji4/lu4
创利税 chuang4/li4/shui4
创始人 chuang4/shi3/ren2
创业史 chuang4/ye4/shi3
创业者 chuang4/ye4/zhe3
创一流 chuang4/yi1/liu2
创造出 chuang4/zao4/chu1
创造力 chuang4/zao4/li4
创造性 chuang4/zao4/xing4
创造学 chuang4/zao4/xue2
创造者 chuang4/zao4/zhe3
炊事员 chui1/shi4/yuan2
春小麦 chun1/xiao3/mai4
纯利润 chun2/li4/run4
纯收入 chun2/shou1/ru4
纯小数 chun2/xiao3/shu4
纯羊毛 chun2/yang2/mao2
纯中文 chun2/zhong1/wen2
磁带机 ci2/dai4/ji1
磁感应 ci2/gan3/ying1
磁化水 ci2/hua4/shui3
磁记录 ci2/ji4/lu4
磁力线 ci2/li4/xian4
磁流体 ci2/liu2/ti3
磁铁矿 ci2/tie3/kuang4
磁通量 ci2/tong1/liang4
磁效应 ci2/xiao4/ying1
此之外 ci3/zhi1/wai4
次氯酸 ci4/lv4/suan1
刺激性 ci4/ji1/xing4
粗线条 cu1/xian4/tiao2
粗脂肪 cu1/zhi1/fang2
促进会 cu4/jin4/hui4
促进派 cu4/jin4/pai4
促生产 cu4/sheng1/chan3
催干剂 cui1/gan4/ji4
催化剂 cui1/hua4/ji4
村干部 cun1/gan4/bu4
存储器 cun2/chu3/qi4
存活率 cun2/huo2/lv4
存款额 cun2/kuan3/e2
存在着 cun2/zai4/zhe
存贮区 cun2/zhu4/qu1
达斡尔 da2/wo4/er3
打保票 da3/bao3/piao4
打电报 da3/dian4/bao4
打电话 da3/dian4/hua4
打官司 da3/guan1/si1
打哈哈 da3/ha1/ha1
打火机 da3/huo3/ji1
打基础 da3/ji1/chu3
打交道 da3/jiao1/dao4
打井队 da3/jing3/dui4
打扑克 da3/pu1/ke4
打头阵 da3/tou2/zhen4
打印机 da3/yin4/ji1
打印头 da3/yin4/tou2
打招呼 da3/zhao1/hu1
打折扣 da3/zhe2/kou4
打主意 da3/zhu3/yi4
打字机 da3/zi4/ji1
大罢工 da4/ba4/gong1
大包干 da4/bao1/gan4
大本营 da4/ben3/ying2
大兵团 da4/bing1/tuan2
大不了 da4/bu4/le
大部分 da4/bu4/fen1
大草原 da4/cao3/yuan2
大城市 da4/cheng2/shi4
大大的 da4/da4/de
大道理 da4/dao4/li3
大得多 da4/de2/duo1
大动脉 da4/dong4/mai4
大多数 da4/duo1/shu4
大发展 da4/fa1/zhan3
大飞跃 da4/fei1/yue4
大分子 da4/fen1/zi
大幅度 da4/fu2/du4
大革命 da4/ge2/ming4
大工业 da4/gong1/ye4
大公报 da4/gong1/bao4
大功率 da4/gong1/lv4
大规模 da4/gui1/mo2
大锅饭 da4/guo1/fan4
大好事 da4/hao3/shi4
大回环 da4/hui2/huan2
大会上 da4/hui4/shang4
大会堂 da4/hui4/tang2
大伙儿 da4/huo3/er2
大集体 da4/ji2/ti3
大家庭 da4/jia1/ting2
大检查 da4/jian3/cha2
大奖赛 da4/jiang3/sai4
大老粗 da4/lao3/cu1
大理石 da4/li3/shi2
大面积 da4/mian4/ji1
大拇指 da4/mu3/zhi3
大脑炎 da4/nao3/yan2
大农业 da4/nong2/ye4
大批量 da4/pi1/liang4
大气层 da4/qi4/ceng2
大气候 da4/qi4/hou4
大气压 da4/qi4/ya1
大前提 da4/qian2/ti2
大扫除 da4/sao3/chu2
大少爷 da4/shao3/ye2
大婶儿 da4/shen3/er2
大生产 da4/sheng1/chan3
大牲畜 da4/sheng1/chu4
大师傅 da4/shi1/fu4
大使馆 da4/shi3/guan3
大市场 da4/shi4/chang3
大事记 da4/shi4/ji4
大踏步 da4/ta4/bu4
大体上 da4/ti3/shang4
大团结 da4/tuan2/jie2
大问题 da4/wen4/ti2
大无畏 da4/wu2/wei4
大西北 da4/xi1/bei3
大西洋 da4/xi1/yang2
大喜事 da4/xi3/shi4
大项目 da4/xiang4/mu4
大协作 da4/xie2/zuo4
大熊猫 da4/xiong2/mao1
大修理 da4/xiu1/li3
大学生 da4/xue2/sheng1
大循环 da4/xun2/huan2
大洋洲 da4/yang2/zhou1
大跃进 da4/yue4/jin4
大中小 da4/zhong1/xiao3
大中型 da4/zhong1/xing2
大众化 da4/zhong4/hua4
大专生 da4/zhuan1/sheng1
大字报 da4/zi4/bao4
大自然 da4/zi4/ran2
代办处 dai4/ban4/chu4
代办所 dai4/ban4/suo3
代表处 dai4/biao3/chu4
代表队 dai4/biao3/dui4
代表会 dai4/biao3/hui4
代表团 dai4/biao3/tuan2
代表性 dai4/biao3/xing4
代表作 dai4/biao3/zuo4
代理人 dai4/li3/ren2
代名词 dai4/ming2/ci2
代数和 dai4/shu4/he2
代数式 dai4/shu4/shi4
代数学 dai4/shu4/xue2
代言人 dai4/yan2/ren2
代用品 dai4/yong4/pin3
带分数 dai4/fen1/shu4
带头人 dai4/tou2/ren2
单板机 dan1/ban3/ji1
单方面 dan1/fang1/mian4
单晶硅 dan1/jing1/gui1
单晶体 dan1/jing1/ti3
单克隆 dan1/ke4/long2
单身汉 dan1/shen1/han4
单细胞 dan1/xi4/bao1
单项奖 dan1/xiang4/jiang3
单项式 dan1/xiang4/shi4
担风险 dan1/feng1/xian3
担责任 dan1/ze2/ren4
胆固醇 dan3/gu4/chun2
但现在 dan4/xian4/zai4
弹花机 dan4/hua1/ji1
弹簧秤 dan4/huang2/cheng4
弹簧钢 dan4/huang2/gang1
弹簧门 dan4/huang2/men2
弹性体 dan4/xing4/ti3
蛋白酶 dan4/bai2/mei2
蛋白质 dan4/bai2/zhi4
蛋制品 dan4/zhi4/pin3
当地人 dang1/de/ren2
当家人 dang1/jia1/ren2
当权派 dang1/quan2/pai4
当权者 dang1/quan2/zhe3
当事人 dang1/shi4/ren2
挡箭牌 dang3/jian4/pai2
党代表 dang3/dai4/biao3
党代会 dang3/dai4/hui4
党内外 dang3/nei4/wai4
党团员 dang3/tuan2/yuan2
党委会 dang3/wei3/hui4
党小组 dang3/xiao3/zu3
党政军 dang3/zheng4/jun1
党支部 dang3/zhi1/bu4
党中央 dang3/zhong1/yang1
党总支 dang3/zong3/zhi1
党组织 dang3/zu3/zhi1
档案袋 dang4/an4/dai4
档案馆 dang4/an4/guan3
档案局 dang4/an4/ju2
档案室 dang4/an4/shi4
导磁率 dao3/ci2/lv4
导火索 dao3/huo3/suo3
导火线 dao3/huo3/xian4
到岸价 dao4/an4/jia4
到达港 dao4/da2/gang3
到达站 dao4/da2/zhan4
到时候 dao4/shi2/hou4
到头来 dao4/tou2/lai2
道德观 dao4/de2/guan1
得不到 de2/bu4/dao4
得人心 de2/ren2/xin1
得罪人 de2/zui4/ren2
德黑兰 de2/hei1/lan2
德意志 de2/yi4/zhi4
德智体 de2/zhi4/ti3
的确良 de/que4/liang2
登记表 deng1/ji4/biao3
登记册 deng1/ji4/ce4
等比例 deng3/bi3/li4
等高线 deng3/gao1/xian4
等级制 deng3/ji2/zhi4
等价格 deng3/jia4/ge2
等价物 deng3/jia4/wu4
等距离 deng3/ju4/li2
等势面 deng3/shi4/mian4
等于零 deng3/yu2/ling2
等值线 deng3/zhi2/xian4
邓小平 deng4/xiao3/ping2
低层次 di1/ceng2/ci4
低产田 di1/chan3/tian2
低成本 di1/cheng2/ben3
低工资 di1/gong1/zi1
低利率 di1/li4/lv4
低年级 di1/nian2/ji2
低气压 di1/qi4/ya1
低收入 di1/shou1/ru4
低水平 di1/shui3/ping2
低碳钢 di1/tan4/gang1
低消耗 di1/xiao1/hao4
低效率 di1/xiao4/lv4
低效益 di1/xiao4/yi4
迪斯科 di2/si1/ke1
底子薄 di3/zi/bao2
抵押品 di3/ya1/pin3
抵押权 di3/ya1/quan2
地动仪 de/dong4/yi2
地对地 de/dui4/de
地对空 de/dui4/kong1
地方病 de/fang1/bing4
地方税 de/fang1/shui4
地方戏 de/fang1/xi4
地方性 de/fang1/xing4
地滚球 de/gun3/qiu2
地矿部 de/kuang4/bu4
地矿局 de/kuang4/ju2
地拉那 de/la1/na4
地理学 de/li3/xue2
地面水 de/mian4/shui3
地面站 de/mian4/zhan4
地平线 de/ping2/xian4
地区性 de/qu1/xing4
地下火 de/xia4/huo3
地下茎 de/xia4/jing1
地下室 de/xia4/shi4
地下水 de/xia4/shui3
地县级 de/xian4/ji2
地心说 de/xin1/shuo1
地形图 de/xing2/tu2
地震学 de/zhen4/xue2
地质部 de/zhi4/bu4
地质局 de/zhi4/ju2
地质图 de/zhi4/tu2
地质学 de/zhi4/xue2
地中海 de/zhong1/hai3
第二步 di4/er4/bu4
第二次 di4/er4/ci4
第二代 di4/er4/dai4
第二名 di4/er4/ming2
第二位 di4/er4/wei4
第三步 di4/san1/bu4
第三次 di4/san1/ci4
第三方 di4/san1/fang1
第三名 di4/san1/ming2
第三者 di4/san1/zhe3
第一步 di4/yi1/bu4
第一次 di4/yi1/ci4
第一流 di4/yi1/liu2
第一名 di4/yi1/ming2
第一手 di4/yi1/shou3
第一位 di4/yi1/wei4
第一线 di4/yi1/xian4
缔造者 di4/zao4/zhe3
点电荷 dian3/dian4/he2
碘钨灯 dian3/wu1/deng1
电报局 dian4/bao4/ju2
电冰箱 dian4/bing1/xiang1
电唱机 dian4/chang4/ji1
电池组 dian4/chi2/zu3
电传机 dian4/chuan2/ji1
电磁波 dian4/ci2/bo1
电磁场 dian4/ci2/chang3
电磁铁 dian4/ci2/tie3
电磁线 dian4/ci2/xian4
电灯泡 dian4/deng1/pao4
电动机 dian4/dong4/ji1
电风扇 dian4/feng1/shan4
电负性 dian4/fu4/xing4
电工学 dian4/gong1/xue2
电功率 dian4/gong1/lv4
电化学 dian4/hua4/xue2
电话机 dian4/hua4/ji1
电话局 dian4/hua4/ju2
电话网 dian4/hua4/wang3
电解槽 dian4/jie3/cao2
电解质 dian4/jie3/zhi4
电介质 dian4/jie4/zhi4
电离层 dian4/li2/ceng2
电力局 dian4/li4/ju2
电力网 dian4/li4/wang3
电力线 dian4/li4/xian4
电流表 dian4/liu2/biao3
电流计 dian4/liu2/ji4
电路图 dian4/lu4/tu2
电气化 dian4/qi4/hua4
电气石 dian4/qi4/shi2
电器化 dian4/qi4/hua4
电热法 dian4/re4/fa3
电容器 dian4/rong2/qi4
电视机 dian4/shi4/ji1
电视剧 dian4/shi4/ju4
电视片 dian4/shi4/pian4
电视塔 dian4/shi4/ta3
电视台 dian4/shi4/tai2
电位差 dian4/wei4/cha4
电位器 dian4/wei4/qi4
电信号 dian4/xin4/hao4
电信局 dian4/xin4/ju2
电讯稿 dian4/xun4/gao3
电业局 dian4/ye4/ju2
电影界 dian4/ying3/jie4
电影票 dian4/ying3/piao4
电影院 dian4/ying3/yuan4
电子表 dian4/zi/biao3
电子管 dian4/zi/guan3
电子流 dian4/zi/liu2
电子琴 dian4/zi/qin2
电子束 dian4/zi/shu4
电子学 dian4/zi/xue2
电子云 dian4/zi/yun2
淀粉酶 dian4/fen3/mei2
奠基人 dian4/ji1/ren2
奠基石 dian4/ji1/shi2
钓鱼台 diao4/yu2/tai2
调查组 diao4/cha2/zu3
调度室 diao4/du4/shi4
调节器 diao4/jie2/qi4
调节税 diao4/jie2/shui4
蝶恋花 die2/lian4/hua1
丁二烯 ding1/er4/xi1
丁字尺 ding1/zi4/chi3
丁字街 ding1/zi4/jie1
顶不住 ding3/bu4/zhu4
顶得住 ding3/de2/zhu4
顶呱呱 ding3/gu1/gu1
顶梁柱 ding3/liang2/zhu4
顶视图 ding3/shi4/tu2
订合同 ding4/he2/tong2
订书机 ding4/shu1/ji1
定滑轮 ding4/hua2/lun2
定计划 ding4/ji4/hua4
定心丸 ding4/xin1/wan2
东半球 dong1/ban4/qiu2
东北部 dong1/bei3/bu4
东北风 dong1/bei3/feng1
东北角 dong1/bei3/jiao3
东城区 dong1/cheng2/qu1
东道国 dong1/dao4/guo2
东道主 dong1/dao4/zhu3
东方红 dong1/fang1/hong2
东南部 dong1/nan2/bu4
东南方 dong1/nan2/fang1
东南亚 dong1/nan2/ya4
东西方 dong1/xi1/fang1
冬小麦 dong1/xiao3/mai4
冬运会 dong1/yun4/hui4
董事长 dong3/shi4/zhang3
董事会 dong3/shi4/hui4
动滑轮 dong4/hua2/lun2
动画片 dong4/hua4/pian4
动力学 dong4/li4/xue2
动量矩 dong4/liang4/ju3
动轮轴 dong4/lun2/zhou2
动脉弓 dong4/mai4/gong1
动脉瘤 dong4/mai4/liu2
动脉血 dong4/mai4/xue4
动脑筋 dong4/nao3/jin1
动配合 dong4/pei4/he2
动平衡 dong4/ping2/heng2
动手术 dong4/shou3/shu4
动物园 dong4/wu4/yuan2
动员会 dong4/yuan2/hui4
动植物 dong4/zhi2/wu4
洞察力 dong4/cha2/li4
洞庭湖 dong4/ting2/hu2
都必须 dou1/bi4/xu1
都不得 dou1/bu4/de2
都可以 dou1/ke3/yi3
兜圈子 dou1/quan1/zi
斗争性 dou4/zheng1/xing4
豆腐皮 dou4/fu3/pi2
豆腐乳 dou4/fu3/ru3
豆制品 dou4/zhi4/pin3
读后感 du2/hou4/gan3
渎职罪 du2/zhi2/zui4
独裁者 du2/cai2/zhe3
独创性 du2/chuang4/xing4
独立性 du2/li4/xing4
独联体 du2/lian2/ti3
独生女 du2/sheng1/nv3
独体字 du2/ti3/zi4
镀锌铁 du4/xin1/tie3
短短的 duan3/duan3/de
短距离 duan3/ju4/li2
短期内 duan3/qi1/nei4
短纤维 duan3/xian1/wei2
短训班 duan3/xun4/ban1
对比度 dui4/bi3/du4
对不对 dui4/bu4/dui4
对不起 dui4/bu4/qi3
对不住 dui4/bu4/zhu4
对得起 dui4/de2/qi3
对顶角 dui4/ding3/jiao3
对角线 dui4/jiao3/xian4
对抗性 dui4/kang4/xing4
对立面 dui4/li4/mian4
对流层 dui4/liu2/ceng2
多边形 duo1/bian1/xing2
多层次 duo1/ceng2/ci4
多得多 duo1/de2/duo1
多发病 duo1/fa1/bing4
多方面 duo1/fang1/mian4
多方位 duo1/fang1/wei4
多功能 duo1/gong1/neng2
多画面 duo1/hua4/mian4
多见于 duo1/jian4/yu2
多媒体 duo1/mei2/ti3
多面手 duo1/mian4/shou3
多民族 duo1/min2/zu2
多年来 duo1/nian2/lai2
多年生 duo1/nian2/sheng1
多渠道 duo1/qu2/dao4
多少年 duo1/shao3/nian2
多数人 duo1/shu4/ren2
多文种 duo1/wen2/zhong3
多项式 duo1/xiang4/shi4
多学科 duo1/xue2/ke1
多样化 duo1/yang4/hua4
多样性 duo1/yang4/xing4
多一点 duo1/yi1/dian3
多义性 duo1/yi4/xing4
多用户 duo1/yong4/hu4
多元化 duo1/yuan2/hua4
俄罗斯 e2/luo2/si1
峨眉山 e2/mei2/shan1
扼流圈 e4/liu2/quan1
鄂伦春 e4/lun2/chun1
鄂温克 e4/wen1/ke4
恩格斯 en1/ge2/si1
儿童节 er2/tong2/jie2
而不是 er2/bu4/shi4
而且是 er2/qie3/shi4
而在于 er2/zai4/yu2
二把刀 er4/ba3/dao1
二传手 er4/chuan2/shou3
二次方 er4/ci4/fang1
二等奖 er4/deng3/jiang3
二段式 er4/duan4/shi4
二极管 er4/ji2/guan3
二季度 er4/ji4/du4
二甲苯 er4/jia3/ben3
二进制 er4/jin4/zhi4
二面角 er4/mian4/jiao3
二年生 er4/nian2/sheng1
二轻局 er4/qing1/ju2
二项式 er4/xiang4/shi4
二氧化 er4/yang3/hua4
二元论 er4/yuan2/lun4
二元酸 er4/yuan2/suan1
发案率 fa1/an4/lv4
发报机 fa1/bao4/ji1
发标人 fa1/biao1/ren2
发病率 fa1/bing4/lv4
发电厂 fa1/dian4/chang3
发电机 fa1/dian4/ji1
发电量 fa1/dian4/liang4
发电站 fa1/dian4/zhan4
发动机 fa1/dong4/ji1
发货票 fa1/huo4/piao4
发刊词 fa1/kan1/ci2
发令枪 fa1/ling4/qiang1
发明家 fa1/ming2/jia1
发明奖 fa1/ming2/jiang3
发明者 fa1/ming2/zhe3
发脾气 fa1/pi2/qi4
发起人 fa1/qi3/ren2
发热量 fa1/re4/liang4
发烧友 fa1/shao1/you3
发射机 fa1/she4/ji1
发射极 fa1/she4/ji2
发生器 fa1/sheng1/qi4
发祥地 fa1/xiang2/de
发行量 fa1/xing2/liang4
发芽率 fa1/ya2/lv4
发芽势 fa1/ya2/shi4
发言权 fa1/yan2/quan2
发言人 fa1/yan2/ren2
发源地 fa1/yuan2/de
发展到 fa1/zhan3/dao4
